예고 뭐냐 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ	ㅇㅇ	1485032769
할 뭐야 ㅠㅠㅠㅠ 써니는 자살각이고 은탁인 사고로 죽냐? ㅠㅠㅠ	ㅇㅇ	1485032765
은숙이가 새드를 쓸리가 없는데	ㅇㅇ	1485032765
둘 다 죽냐 --	꽁빌레라	1485032761
빻탁이 뒤짐 개신남ㅋㅋㅋㅋㅋㅋㅋ	ㅇㅇ	1485032759
나비 씹관종 새끼가 마지막까지 김신 울리네	ㅇㅇ	1485032758
써니 은탁이 다 죽냐며 ㄷㄷㄷㄷ	ㅇㅇ	1485032757
써니 탁이 다 죽냐?	ㅇㅇ	1485032758
써니랑 지은탁 다 죽음???	ㅇㅇ	1485032757
근데 궁금한데 써니 왜 자살함?	ㅇㅇ	1485032757
예고 다 낚시임 너무 노골적으로 새드 보여줌	ㅇㅇ	1485032756
은숙이 한번 더 꺾네ㄷㄷㄷ	ㅇㅇ	1485032756
유인나 자살각 맞나본대?? 망각차 받는거보니까	ㅇㅇ	1485032754
신민아보니까	ㅇㅇㅇ	1485032753
헐 은숙이 새드냐??	ㅇㅇ	1485032752
은숙아 다 죽이니...설마	ㅇㅇ	1485032748
은탁써니 다죽네 ㅅㅂ	ㅇㅇ	1485032748
써니 죽네	ㅇㅇ	1485032743
진짜 은탁이랑 써니 둘다 죽냐?	ㅇㅇ	1485032746
김신 능력ㅈ그대로면 늙지도 않는거네??	ㅇㅇ	1485032740
효원이는 뭐 저런걸 물어보냐 쟤네들도 정상은 아냐	ㅇㅇ	1485032743
둘다 죽이냐? 헐	ㅇㅇ	1485032739
예고 뭔데???	ㅇㅇ	1485032738
은탁이가 스스로 죽음을 선택하나봐	ㅇㅇ	1485032737
일룸 피피엘 이해합니다	ㅇㅇ	1485032737
새드냐	ㅇㅇ	1485032736
써니죽었써 씨발ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅡ	ㅇㅇ	1485032735
뭐지 이건......	ㅇㅇ	1485032735
귀신이 보이면 어떻게 되는 거야?	이기적유전자*	1485032734
헐 써니죽나봐 ㅠㅠㅠ	ㅇㅇ	1485032732
예고뭐냐 헐? 다 죽냐 ㄷㄷ	ㅇㅇ	1485032730
그냥 한시간씩 끊지 뭐하러 세시간을 잡았지	ㅇㅇ	1485032729
나중에 유인나 저승이 신입으로 들어오는장면 백퍼나올듯 ㅋㅋ	ㅇㅇ	1485032729
헐 방금 존나 못생겼었다	ㅇㅇ	1485032729
헐 예고무ㅜ냐ㅠㅠㅠ	ㅇㅇ	1485032727
헐 써니 진짜 죽나	ㅇㅇ	1485032726
속보 예고김고은 존못	ㅇㅇ	1485032725
미친 써니 죽어?	ㅇㅇ	1485032724
써니 자살이랑 은탁 아홉수 겹치면 저승이 누굴 지키냐?	ㅇㅇ	1485032723
코믹씬빼고 기억찾는거에 힘주지	ㅇㅇ	1485032722
헐 써니야ㅠㅠㅠㅠㅠ	ㅇㅇ	1485032722
